free;libre / gratuit;True
freeware;logiciel gratuit;True
frequency modulation;modulation de fréquence;False
frequency;fréquence;False
to function;(faire) fonctionner;False
fuse;fusible;False
gate;opérateur logique, porte;True
gateway;passerelle;False
geek;un accroc de l'ordinateur;True
general-purpose;universel;True
glitch;un problème technique, un pépin;True
to go high;passer à l'état haut;False
to go low;se remettre à zéro;False
goods;marchandises;True
grid;grille;True
graphical card;une carte graphique;False
graphics;le graphisme, les graphismes;False
graphics standards;charte graphique;True
to ground;relier à la terre;False
ground;terre, masse;True
GUI (graphical user interface);interface graphique;True
to hack into (system);entrer par effraction / pirater un système;True
halt;halte, pause;False
to handle;manipuler, traiter;True
hardware;matériel (info.);True
header;en-tête;False
heat;chaleur;False
high level language;langage évolué;False
high;haut, plein, à un;True
highlighting;marquage;False
hole;trou;False
homepage;page d'accueil (d'un site);True
to hook up;raccorder / accrocher à;True
hose;gaine (souple);False
host (computer);hôte (ordinateur);True
hot key;raccourci clavier;False
hot line;ligne directe (tel.);False
hotsync cradle;socle de synchronisation (sation d'accueil);False
housing;boîtier, logement;False
hub;central de communication;False
IDE (Integrated Development Environment);environnement de développement intégré;False
idle;au repos (paresseux, futile);False
to implement;activer, mettre en oeuvre;True
to improve;améliorer;True
to include;comprendre, comporter;True
to increase;augmenter;True
to induce;amener, produire;False
information technology (I.T.);technologie de l'information;True
to input;entrer, saisir (info.);True
to insert;inserrer;True
to insulate;isoler;False
